Biz name	Address	Phone	Email	Website
Silicon Valley Maids	Post Office Box 855 Menlo Park, CA 94026	(650) 248-6000	siliconvalleymaid@yahoo.com	http://www.siliconvalleymaids.com
Sillydot by Vera Costa	1510 Eddy St. #1607 San Francisco, CA 94115	(415) 309-3268	info@sillydot.net	http://www.sillydot.net/
Silver Rain Estate Transition Services	929 Sherman Ave Novato, CA 94945	(415) 601-2613	jane.lott@gmail.com	http://www.silverrainets.com
Silver Trailer		(530) 295-9299	studio@silvertrailer.com	http://www.silvertrailer.com
Simon Says Salon	933A Central Avenue Alameda, CA 94501	(510) 387-7815		http://www.styleseat.com/simonsays
Simplified Coaching & Organizing	615 Brooklyn Avenue, #3 Oakland, CA 94606	(510) 333-4446	nikki@freedfromclutter.com	http://www.freedfromclutter.com
Sincerely San Francisco	862 Haight Street San Francisco , CA 94117	(415) 701-8387	kindak2@hotmail.com	http://www.sincerelysf.com/
Sincerely Varunee	111 cleaveland Rd. Pleasant Hill , CA 94523		varunee@sincerelyvarunee.com	http://www.sincerelyvarunee.com
Singular Frames		(415) 515-0090	ross@rosspushinaitis.com	http://www.singularframes.com/
Skin Care by Patricia Johnson		(415) 562-4569	TriciaJohnson@aol.com	
Skin City	323 Divisadero Street San Francisco, CA 94117	(415) 255-4777	Skincity323@gmail.com	http://www.skincity323.com
Skincare by Feleciai	704 Jefferson Street Lower Unit Oakland, CA 94607	(510) 967-6661	info@skincarebyfelecai.com	http://www.skincarebyfeleciai.com
Skyhawk Properties,ACM North Commercial Real Estate	955 Escalon Ave. #516 Sunnyvale, CA 94085	(650) 793-1994	vlhawk@yahoo.com	http://www.acmrealestate.com
So Delicious Catering	1115 Third Street San Rafael, CA 94901	(415) 720-7082		http://www.sodeliciouscatering.com
Socola Chocolatier	535 Folsom Street San Francisco, CA 94105	(415) 400-4071	orders@socolachocolates.com	http://www.socolachocolates.com
Sommelier on Wheels	1431 4th Street Napa, CA 94559	(207) 669-5769	sarah@sommelieronwheels.com	http://www.sommelieronwheels.com
Sonas Denim	1613 Chelsea Road, Suite 110 San Marino, CA 91108	(415) 691-9865	gerrykelly1@gmail.com	http://www.sonasdenim.com
Sonido Caliventura	2239 Story Road San Jose, CA 95122	(408) 569-7873	sonidocaliventura@gmail.com	http://www.sonidocaliventura.com
Sonoma Salon	350 5th street Sonoma, CA 95476	(707) 939-8213	lourdes161@yahoo.com	http://www.woneder.org/sonoma-salon/
Sonoma Soapworks	PO Box 596 El Verano, CA 95433	(707) 935-7911	info@sonomasoapworks.com	http://www.sonomasoapworks.com
Sonya's House of Styles	5191 Third Street San Francisco, CA 94124	(415) 822-3690	sdowthard@yahoo.com	http://www.yelp.com/biz/sonyas-house-of-styles-...
Sophia Renn Writing and Strategy	131 Santa Marina St San Francisco, CA 94110		sophia.renn@gmail.com	http://www.sophiarenn.com/
Soul Desire Bakery Lounge	461 Wayne Ave Oakland , CA 94606	(707) 980-9371	souldesirebakerylounge@gmail.com	http://www.souldesirebakery.com
Sow Juice	1 Ferry Building San Francisco, CA 94107	(415) 637-7343	luisa@sowsf.com	http://www.sowsf.com
SPA Macleod	3129 Mission St. San Francisco, CA 94110	(415) 505-3016	angelamariemacleod@gmail.com	http://www.spamacleod.com
Spa Radiance	3011 Fillmore Street San Francisco, CA 94123	(415) 346-6281	info@sparadiance.com	http://www.sparadiance.com
Special K Painting	San Francisco, CA	(209) 808-3354	specialkpainting76@gmail.com	
Spectacular Service Housekeeping	4042 Moraine CT Antioch, CA 94509	(510) 228-5704	spectacularhousekeeping@yahoo.com	http://www.spectacularhousekeeping.com
Spice Child	1391 Fairmont Avenue Oakland, CA 94611	(503) 313-5430	sysleeschael@yahoo.com	http://www.spicechildmkt.com
Spice It Up Catering Services	San Francisco, CA	(415) 760-1454		http://www.spiceitup-catering.com
Spiky Jane's Coffeehouse	PO Box 40087 San Francisco, CA 94140	(415) 715-4107	mo@spikyjanescoffee.com	http://www.facebook.com/SpikyJanesCoffee
Spoon full of sugar cakes	613 York Street San Francisco, CA 94103	(408) 621-2949	kathleen@aspoonfulofsugarcakes.com	http://www.aspoonfulofsugarcakes.com
Spry Wellness and Yoga Center			elaine@spryinsf.com	http://www.spryinsf.com
SRJ Drywall	977 Webster Street Palo Alto, CA 94301	(650) 621-0379	srjdrywall@gmail.com	http://www.srjdrywall.com
SRS Productions	87 Almonal Court San Rafael, CA 94983	(415) 298-7349	samshepp@gmail.com	http://www.srsproductions.net
Standard Fare: artisan food shop	2701 Eighth Street No 118 West Berkeley, CA 94710	(510) 356-2261	kelsie@standardfareberkeley.com	http://www.standardfareberkeley.com/
Step Ahead Tutoring	454 Las Gallinas San  Rafael, CA 94903	(415) 888-8025	kk_swet@yahoo.com	http://www.stepaheadtutoring.net
Stephanie Wilson Intuitive Healing	105 Coleridge St. San Francisco, CA 94110	(253) 222-7825	le.soleil.et.arrose@gmail.com	http://www.stephaniewilsondc.com
Story Through Stone		(415) 412-2397	cyndera@hotmail.com	http://www.storythroughstone.org
Streit Productions	35 Miller Avenue #130 Mill Valley, CA 94941	(415) 225-5415	info@streitmedia.tv	http://www.streitmedia.tv
style by heart	29 1/2 Boardwalk One Larkspur, CA 94939	(415) 887-8391	contact@westernbonime.com	http://www.facebook.com/stylebyheart/info?tab=p...
Sugar Cane			ria@sugarcanetoddler.com	http://www.sugarcanetoddler.com/
Sunbakco Sunshine Baking Company	San Francisco, CA	(415) 754-3226	sunbakco@gmail.com	http://www.instagram.com/sunbakco
Sunday Afternoon	2032A San Jose Avenue Alameda, CA 94501	(917) 627-8177	stephanie.maniche@gmail.com	http://www.yelp.com/biz/sunday-afternoon-alameda-2
Super Balloons Plus	71 Sand Creek Rd Brentwood, CA 94513	(925) 634-5643	mvg777@hotmail.com	http://www.facebook.com/pages/Super-Balloons-Pl...
Super Save Supermarket	4517 Third Street San Francisco, CA 94124	(415) 282-3722		http://www.yelp.com/biz/super-save-market-san-f...
SuperSugarRayRay	4419 Linden St. Oakland, CA 94608	(510) 383-6387	supersugarayray@yahoo.com	http://www.etsy.com/shop/SuperSugarRayRay
Support4orgs,Freelance Graphic Designer	243 Frankfort Daly City, CA 94014	(415) 793-8729	Ashikina@myastound.net	http://www.support4orgs.com
Susan Harris Interior Design	PO Box 170634 San Francisco, CA 94117	(415) 531-6141	susan_d_harris@yahoo.com	http://www.susandianaharris.com
Swankety Swank	San Francisco, CA	(415) 932-6615	swankety@gmail.com	http://www.swanketyswank.com
Sweet E Organic	800 Redwood Highway #612 Mill Valley, CA 94941	(415) 380-5000	sweete@sweeteorganic.com	http://www.sweeteorganic.com
Sweet Emily Pies	171 Monteeito Ave Oakland, CA 94610	(619) 988-5217	emily@bumpcitybakery.com	http://www.sweetemilypies.tumblr.com
Sweet Light Studios		(415) 409-9389	Shelah@SweetLightStudios.com	http://www.sweetlightstudios.com/comm/
Sweet Relief Homecare	PO Box 555 Hayward, CA 94543	(510) 258-9322	sweetreliefhomecare@yahoo.com	http://www.sweetreliefhomecare.com
Sweets Collections	2948 Folsom St San Francisco, CA 94110	(415) 200-5808	sweetscollection.rr@gmail.com	http://www.sweetscollections.com
Sweets la Petite		(707) 656-1764	stephanie@sweetslapetite.com	http://www.sweetslapetite.com
SwiftNY	295 19th Ave San Francisco, CA 94121	(928) 848-8912	mmimless@gmail.com	http://www.etsy.com/shop/SwiftNY
Switch Embassy	San Francisco, CA			http://www.switchembassy.com
Sylvan Learning Center	379 West Portal Avenue San Francisco, CA 94127	(415) 681-7323		http://www.locations.sylvanlearning.com/us/west...
Symphonic Finishing	San Francisco, CA	(415) 305-8112	symphonicfinishing@gmail.com	http://www.symphonicfinishing.com
T-We Tea	50 Post Street San Francisco, CA 94104	(415) 341-7728	christopher@christopherstea.com	http://www.t-wetea.com
Tacos Jalisco Food Truck	456 Dumbarton Avenue Redwood City, CA 94063	(650) 421-1914	lilyana805@yahoo.com	http://www.yelp.com/biz/taco-jalisco-redwood-city
Tacotitlan	4745 International Blvd Oakland, CA 94601	(510) 504-4031		http://www.facebook.com/pages/Taco-Titlan-Taco-...
Tag Team Analysis	322 Hanover Ave. #211 San Francisco, CA 94606	(415) 269-7507	marina@tagteamanalysis.com	http://www.tagteamanalysis.com
Take My Word For It		(510) 388-1548	sondra@takemywordforit.net	http://www.takemywordforit.net
Take the Time/ T3D	1831 Moreland Drive Alameda, CA 94501	(510) 864-1521	susie@takethetimedesign.com	http://www.takethetimedesign.com
Talgey Wood Designs	118 Echo Avenue Oakland, CA 94611	(510) 798-1845	info@tulgeywooddesigns.com	http://www.talgeywooddesigns.com
Tallulah Madwell	Post Office Box 640326 San Francisco, CA 94164	(415) 572-1503	michelle_echaniz@yahoo.com	http://www.tallulahmadwell.com
Tantalum Magazine			tantalummag@gmail.com	http://www.tantalummag.com/
Tao to Wellness	809 Hearst Avenue Berkeley, CA 94710	(510) 883-0383	christina@berkeley-acupuncture.com	http://www.berkeley-acupuncture.com
Taproot Medicine	730 45th Street Oakland, CA 94609	(510) 597-0767	frieda@taprootmedicine.org	http://www.taprootmedicine.org
Taqueria Durango	3601 Foothill Blvd Oakland, CA 94601	(510) 387-8612		http://www.yelp.com/biz/taqueria-durango-oakland-2
Taqueria Los Temos	1491 E Bayshore Road East Palo Alto, CA 94303	(650) 327-2216		http://www.yelp.com/biz/taqueria-los-temos-east...
Tarakali Education	469 49th Street Oakland, CA 94609	(510) 908-0936	vanissar@cs.com	http://www.vanissar.com
Tarlow Design	218 C Street San Rafael, CA 94901	(415) 726-1354	ken@tarlowdesign.com	http://www.tarlowdesign.com
Tatyana's Magic Brush	102 Ross Ane San Anselmo, CA 94960	(415) 342-2778	tatyanayovino@gmail.com	http://www.tatyanasmagicbrush.com
TCM Healthcare,I Treasure Me: Women Healing Through Self Discover	2865 Carmel Street Oakland, CA 94602	(510) 712-0019	awomantotreasure@gmail.com	http://www.itreasureme.wordpress.com/about/
Ted Prodromou	20 El Cerrito Avenue San Anselmo, CA 94960	(415) 785-1796	tedprod@gmail.com	http://www.tedprodromou.com
Teeny Cake	5491 Paradise Drive Corte Madera, CA 94925	(415) 317-4928	teenycake@gmail.com	http://www.teenycake.com
Telenet Solutions	322 Cortland Avenue #18 San Francisco, CA 94124	(415) 671-0971	hal@telenetsolutions.com	http://www.telenetsolutions.com
Tenzabelle	P.O. Box 27490 Oakland, CA 94602	888-576-8810	savannah.hunter@gmail.com	http://www.tenzabelle.com/
Terry Alabata Freelance Makeup Artist		(650) 296-4863	talabata@gmail.com	http://www.terryalabata.format.com/
The 10x Group	645 4th Street #212 Santa Rosa, CA 95404	(707) 536-1138	info@the10Xgroup.com	http://www.the10xgroup.com
The Accordion Apocalypse Repair Shop	255 10th Street San Francisco, CA 94103	(415) 596-5952	accordionapocalypse@yahoo.com	http://www.accordionapocalypse.com
The American Grilled Cheese Kitchen Mission	2400 Harrison Street San Francisco, CA 94110	(415) 926-5076	themission@theamericansf.com	http://www.theamericansf.com
The American Grilled Cheese Kitchen SoMa		(415) 243-0107	southpark@theamericansf.com	http://www.theamericansf.com
The Art of Mothering	214 John Street Oakland, CA 94611	(510) 467-4486	mamagingi@gmail.com	http://www.theartofmothering.com
The Bugbee Company	535 South Shore Center  Alameda, CA 94501	(510) 846-1559	thebugbeecompany@gmail.com	http://www.manta.com/c/mtr9w7r/bugbee-co
The Employers Edge	San Rafael, CA	(303) 708-8160	lorenzo@theemployersedge.com	http://www.theemployersedge.com
The Fairytale Company	1427 McQuesten Dr. San Jose, CA 95122	(408) 712-1444	guerrerocynthia@hotmail.com	http://www.thefairytalecompanyca.com
The Fifth Avenue Spa	1000 5th Avenue #4 San Rafael, CA 94901	(415) 578-8545	thefifthavenuespa@gmail.com	http://www.thefifthavenuespa.com
The Girls' Lounge	4717 Geary Boulevard San Francisco, CA 94127	(415) 828-2712	lily_stronger@yahoo.com	http://www.the-girls-lounge.com
The Good Hop	2421 Telegraph Avenue, Oakland, CA, United States	(510) 338-6598	melissa@thegoodhop.com	http://www.thegoodhop.com
The Hair Texture Expert Salon	po box 1441 Antioch, CA 94509	(925) 756-2725	thehairtextureexperts@gmail.com	http://www.facebook.com/TheHairTextureExperts
The Healing Place	919 Irving Street #104 San Francisco, CA 94122	(415) 516-2598		http://www.yelp.com/biz/adele-fleischman-lmt-sa...
The Heirloom Chef	6149 Shattuck Avenue Oakland, CA 94609	(510) 395-0205	theheirloomchef@gmail.com	http://www.theheirloomchef.com/
The Holy Touch Massage	174 Carroll St. Sunnyvale, CA 94086	(408) 509-5607	poohpla@yahoo.com	http://www.theholytouch.org
The Latin Story	619 Rock Rose Way Richmond, CA 94806	(510) 508-1514	malvarez@thelatinstory.com	http://www.thelatinstory.com
The Little Acre	754 60th Street Oakland, CA 94609	(415) 341-7559	natie@thelittleacre.com	http://www.thelittleacre.com
The Massage Mama	16360 Monterey Rd Morgan Hill, CA 95037	(408) 274-4291	dreamopal@gmail.com	http://www.themassagemama.com
The New Spot	632 20th Street San Francisco, CA 94107	(415) 558-0556	juliarivera84@aol.com	http://www.yelp.com/biz/the-new-spot-san-francisco
The Pampered Travelers	San Anselmo, CA	(415) 690-6506	pamperedtravelers@gmail.com	http://www.pamperedtravelers.com
The Pie Shop	1688 16th St. Oakland, CA 94607	(707) 206-5424	nellstokeld@gmail.com	http://www.thepieshopoakland.com
The Pretty Pretty Collective	3290 22nd Street San Francisco, CA 94110	(415) 216-3958	theprettyprettycollective@gmail.com	http://www.theprettyprettycollective.com
The Red Door Catering	6232 La Salle Ave Suite E Oakland, CA 94611	(510) 459-6212	info@reddoorcatering.com	http://www.reddoorcatering.com/
The Requiste Barber	595 Potrero Avenue San Francisco, CA 94110	(415) 864-4345	info@therequisitebarber.com	http://www.therequisitebarber.com
The Weekend Store	2703 7th Street #106 Berkeley, CA 94710	(415) 710-4726		http://www.theweekendstore.bigcartel.com
The WinterBadger Collection	65 Park Circle, Marin City, CA, United States	(415) 339-1310	nita@winterbadger.com	http://www.winterbadger.com
TheMathematicsTutor.org	6363 Christie Avenue Emeryville, CA 94608	(510) 654-9790	traleej@gmail.com	http://www.themathematicstutor.org/
Theresa Wondra Hair	211 Sutter Street San Francisco, CA 94108	(415) 690-9323	strongt.wondra@gmail.com	http://www.theresawondra.net
This Vivid Life	Novato, CA	(415) 652-8025	jenny@thisvividlife.com	http://www.thisvividlife.com
Three Babes Bakeshop	Ferry Plaza Farmers Market San Francisco, CA 94105	(415) 617-9774	info@threebabesbakeshop.com	http://www.threebabesbakeshop.com
Three Twins Ice Cream Haight	254 Fillmore Street San Francisco, CA 94117	(415) 487-8946	customerservice@threetwinsicecream.com	http://www.threetwinsicecream.com
Three Twins Ice Cream HQ	419 1st Street Petaluma, CA 94952	(707) 763-8946	customerservice@threetwinsicecream.com	http://www.threetwinsicecream.com
Three Twins Ice Cream Larkspur	2257 Larkspur Landing Circle Larkspur, CA 94939	(415) 461-8946	customerservice@threetwinsicecream.com	http://www.threetwinsicecream.com
Three Twins Ice Cream North Beach	79 Jefferson St San Francisco, CA 94133	(415) 391-8946	customerservice@threetwinsicecream.com	http://www.threetwinsicecream.com
Three Twins Ice Cream San Rafael	641 Del Ganado Road San Rafael, CA 94903	(415) 492-8946	customerservice@threetwinsicecream.com	http://www.threetwinsicecream.com
Tia Amalia's Childcare	3 Driftwood Ave Novato, CA 94945	(415) 892-2493	tiascare@yahoo.com	http://www.facebook.com/pages/Tia-Amalias-Child...
Tiia Maria			tiia@tiiamaria.com	http://www.tiiamaria.com/
TK Metal Arts	PO Box 6101 San Mateo, CA 94403		tkwong618@gmail.com, theresa@tkmetalarts.com	http://www.tkmetalarts.com
Tmak Sportswear			tahra@tmaksan.com	http://www.tmaksan.weebly.com/
Tocci Quinces and More	3768 Peraltha Blvd Fremont, CA 94536	(510) 494-1431	chiapaneca@comcast.net	http://www.tocciquinces.com
Todos Organics	1150 6th Street Berkeley, CA 94710	(510) 701-1368	todosorganics@gmail.com	http://www.todosorganics.com
Tola Jewelry			shomalahiry@gmail.com	http://www.tolajewelry.com/about/
ToliverWorks	P.O. Box 865, South San Francisco, CA  94083	(917) 833-9235	cynthia@ToliverWorks.com	http://www.ToliverWorksFood.com
Tomi Knutson,Touching In	3740 Canon Avenue Oakland, CA 94602	(510) 282-6136	touchingin@gmail.com	http://www.tomiknutson.com/
Tony's Cleaners	2997 Union Ave. San Jose, CA 95124	(408) 603-6696	tony.chela@hotmail.com	http://www.yelp.com/biz/tonys-cleaners-san-jose
Top Shlef Style	50 Post St #13 San Francisco , CA 94102	(415) 734-8300	cruiz722@gmail.com	http://www.topshelfstyle.com
Transformational Kinesiology	15 Kelly Drive Novato, CA 94949	(415) 382-1271	tawnaj@aol.com	http://www.tcooley.com
Treasures + Heirlooms	2283 Courtlan Avenue Oakland, CA 94601		tiburcia12@att.net	http://www.treasuresandheirlooms.org
Treat Salon Hair Stylist	3150 18th Street #234 San Francisco, CA 94110	(415) 577-1056		
Tree of Life Health Advocates	1288 Columbus Ave, San Francisco, CA 94133, USA	(415) 776-5901	ruth@treeoflifehealthadvocates.com	http://treeoflifehealthadvocates.com
Tricia George Decorative Artist	122 Paul Drve #B1 San Rafael, CA 94903	(415) 577-5595	tricia@camurals.com	http://www.triciageorge.com
Trouble Coffee Bayview	1730 Yosemite Avenue San Francisco, CA 94124	(800) 555-1213		
Trouble Coffee Sunset	4033 Judah Street San Francisco, CA 94122	(800) 555-1214		
True Emerald Styling & Planning	Fremont, CA	(510) 862-9731	amy@trueemerald.com	http://www.trueemerald.com
Tura Sugden Designs	San Francisco, CA	(415) 265-9869	info@turasugden.com	http://www.turasugden.com
Twig and Petals Floral Boutique	1927 Menalto Avenue Menlo Park, CA 94025	(650) 241-4377	twigandpetals@gmail.com	http://www.twigandpetals.com
Two Mammas Vegan Kitchen	3226 Star Ave Oakland, CA 94619	(510) 606-0596	twomammasvegankitchen@gmail.com	http://www.twomammasvegankitchen.com
Uforia Studios Palo Alto	819 Ramona Street Palo Alto, CA 94301	(650) 329-8794		http://www.uforiastudios.com
Uforia Studios San Francisco	1561 California Street San Francisco, CA 94109	(415) 658-7915		http://www.uforiastudios.com
Un Cafecito	335 Jones Street San Francisco, CA 94112	(415) 925-7014	orozco1003@yahoo.com	http://www.facebook.com/pages/Un-Cafecito/76107...
Universal Martial Arts Academy	4348 Third Street San Francisco, CA 94124	(415) 671-2055	prof.umaa@gmail.com	http://www.umaacademy.com
Unlimited Hauling	San Francisco, CA	(415) 643-6783		
Urban Fabrick	2 Mint Plaza # 206 San Francisco, CA 94103	(415) 699-2455	bill@urbanfabrick.com	http://www.urbanfabrick.com
Urban Field Studio	2169 Folsom Street M 304 San Francisco, CA 94110	(415) 754-9304	gojanelin@gmail.com	http://www.urbanfieldstudio.com
Urban Holistic Solution	227 Orange Street Oakland, CA 94610	(510) 978-0863	urbanholisticsolutions@gmail.com	http://www.facebook.com/UrbanHolisticSolutions
Urban Putt	1096 S Van Ness San Francisco, CA 94110	(415) 341-1080	steve@urbanputt.com	http://www.urbanputt.com
USA Appliance Services	2094 Royal Drive Santa Clara, CA 95050	(408) 661-3813	angelica2000c@yahoo.com	http://www.usaapplianceservices.com
Vamp Vintage & Art	600 Gates St. San Francisco , CA 94110	(650) 576-8098	antigone63@aol.com	http://www.facebook.com/vampmusicandart
Van Meter Williams Pollack	333 Bryant Street #300 San Francisco, CA 94107	(415) 974-5352		http://www.vmwp.com
Vanidad Latina Beauty Salon	159 Burkingham Ave #2 Redwood City, CA 94063	(650) 679-1761		http://www.yelp.com/biz/vanidad-beauty-salon-sa...
Vazni Cleaning	4336 Spaulding Street Antioch, CA 94531	(415) 310-8838	laVazni@gmail.com	http://www.manta.com/c/mt17wr2/vazni-cleaning
Vegan Beezie	438 8th Ave. Menlo Park, CA 94025	(650) 430-7645	jessicaescobedo82@gmail.com	http://www.yelp.com/biz/vegan-beezies-kitchen-s...
Venue Scouts SF			venuescoutsf@gmail.com	http://www.crunchbase.com/organization/venue-scout
Vero's Kitchen	469 Countryside Circle Santa Rosa, CA 95401	(707) 292-8394	veroskitchen@gmail.com	http://www.facebook.com/pages/Veros-Kitchen/115...
Veronique Hair Studio	459 E 14th Street San Leandro, CA 94577	(510) 632-7281	mayra_betancourt@yahoo.com	http://www.yelp.com/biz/veronique-hair-studio-s...
Vesta Candle Boutique	2083A Olivera Road Concord, CA 94520	(925) 998-6466	vestacandle@earthlink.net	http://www.vestacandle.com/
Vibrant Body Wellness	2002 Addison Street Berkeley, CA 94704	(510) 684-1281	dr.teresa@gmail.com	http://www.vibrantbodywellness.com
Villa's Tailor Shop	3340 East 12th Street Oakland, CA 94601	(510) 533-8012	villastailorshop@yahoo.com	http://www.villastailorshop.net
Virgil's Sea Room	3152 Mission Street San Francisco, CA 94110	(415) 829-2233	info@virgilsf.com	http://www.virgilssf.com
Virginia Jourdan Fine Art	138 Tara St. San Francisco, CA 94112	(510) 685-3712	virginiajourdan@comcast.net	http://www.virginiajourdan.com
Virginia Reiss + Miltner Associates	980 Magnolia Avenue #8 Larkspur, CA 94939	(415) 461-4788	info@reissmiltner.com	http://www.reissmiltner.com
Vision It Homes	San Francisco, CA	(415) 829-7641	Danielle@visionithomes.com	http://www.visionithomes.com
Voce Keen	3530 18th Street #8 San Francisco, CA 94110	(646) 246-8291	amanda@vocekeen.com	http://www.shoplettersfromla.com/pages/voce-keen
Vows and Promises	1108 Magnolia Avenue Larkspur, CA 94939	(415) 295-7690		http://www.vowsandpromisesca.com
VRS by Victoria: jewelry design/branding			victoria@vrsbyvictoria.com	http://www.vrsbyvictoria.com
Waistbeads by Ndeya	336 Azalia Drive East Palo alto, CA 94303	(650) 207-2964	nrages@gmail.com	http://www.waistbeadswoman.com
Walzwerk	381 South Van Ness Street San Francisco, CA 94103	(415) 551-7181		http://www.walzwerk.com
Waste Not Want Not Salvaging	Post Office Box 1029 Novato, CA 94948	(415) 323-3280	wastenotsalvaging@gmail.com	http://www.wastenotsalvaging.org
Waterbrook Wellness Therapy	718 Bounty Drive Foster City, CA 94404	(650) 274-1726	terada.massage@gmail.com	http://www.waterbrookwellness.com/
Wax Addict	660 Market Street Suite 212 San Francisco, CA 94104	(415) 524-7243	celia@waxaddictsf.com	http://www.waxaddictsf.com
Wee Clean Marin	San Rafael, CA	(415) 779-6060	weecleanmarin@gmail.com	http://www.weecleanmarin.com
What the Cake?	1903 33rd Avenue Oakland, CA 94601	(510) 316-3711	natasha@whatthecake.com	http://www.whatthecake.com
Whole-self Health	920 Sherman Avenue Novato, CA 94945	(707) 652-4163	tklessom@aol.com	http://www.tobi-lessem.squarespace.com
Wind Water Sun Clothing	Larkspur, CA	(415) 350-1183	info@wwsun.com	http://www.wwsun.com
Wine Country Line Dance	131 Bryce Canyon Rd. San Rafael, CA 94903	(415) 596-8610	dollyu@winecountrylinedance.com	http://www.winecountrylinedance.com
Winning Strategies		(510) 835-3334	assistme@winningstrategies.com	http://www.winningstrategies.com
Winship Wellness	337 Webster Street San Francisco, CA 94117	(415) 845-8915	winshipwellness@gmail.com	http://www.winshipwellness.com/
Wooden Table Baking Co.	910 81st Avenue, Oakland, CA, United States	4152181952	citabria@woodentablebaking.com	http://woodentablebaking.com/
Wooden Table Baking Company	Oakland, CA	(415) 997-0006	andrea@woodentablebaking.com	http://www.woodentablebaking.com
Woolbuddy	San Rafael, CA		woolbuddy@gmail.com	http://www.woolbuddy.com
Word Out Consulting	Fairfax, CA	(415) 450-0110	hannah@wordoutconsulting.com	http://www.wordoutconsulting.com
World Business Market	Post Office Box 192154 San Francisco, CA 94119	(415) 468-8890	info@world-businessmarket.com	http://www.world-businessmarket.com
World Financial Group	4340 Redwood Highway, San Rafael, CA, United States	4155788651	odettemboyd@gmail.com	http://odetteboyd.wfgopportunity.com
Write on Time Solutions, LLC	6937 Village Parkway, Suite 2232 Dublin, CA 94568	(510) 466-5505	mbrumis@aol.com	http://www.wtsolutions.biz
Yarness	San Francisco, CA			http://www.yarness.me
Yazbites	877 Willow St. San Jose, CA 95125	(408) 661-1300	yazminespinoza@hotmail.com	http://www.yelp.com/biz/yazbites-san-jose
Yes We Can Janitorial Services	1019 Williams St. San Leandro, CA 94577		mariela_torres28@yahoo.com	http://www.yelp.com/biz/yes-we-can-janitorial-s...
YM&M Janitorial Services	San Francisco, CA	(415) 336-6920	charlesjones415@yahoo.com	
Yolanda's Construction Administration & Traffic Control	280 Newhall Street San Francisco, CA 94124	(415) 647-2682	yolandasconst.mtc@att.net	http://www.yelp.com/biz/yolandas-construction-m...
Yolis Flower Art	2111 Lalham St. 103 Mountain View, CA 94040	(650) 380-1438	yolis_flowers@yahoo.com	http://www.yolisflowerart.com/
youngtechpc.com	1407 California Street Berkeley, CA 94703	(510) 909-3063	yyoung@youngtechpc.com	http://www.youngtechpc.com
Your All Day Everyday Janitorial Service	1325-B Evans Avenue San Francisco, CA 94124	(415) 613-4126	jamesmabrey@yadejs.com	http://www.yadejs.com
Your Body Raks	819 54th Street Oakland, CA 94608	(510) 717-4875	yourbodyraks@gmail.com	http://www.yourbodyraks.com
Your Divine			yourdivine2@gmail.com	http://www.etsy.com/shop/YourDivine
Your Sound Connection	2712 Derby Street, Berkeley, CA, United States	9144735945	minna@yoursoundconnection.org	http://www.yoursoundconnection.org
Yuba Bicycles	409 Petaluma Boulevard South #C Petaluma, CA 94952		info@yubabikes.com	http://www.yubabikes.com
YucaTech Technology Solutions	805 Fourth Street #2 San Rafael, CA 94901	(415) 717-8677	yucatech7@gmail.com	http://www.yuca-tech.com
Yvonne's Southern Sweets	5128 Third Street San Francisco, CA 94124	(415) 368-7900	pralines@mail.com	http://www.yelp.com/biz/yvonnes-southern-sweets...
Zabello Design	6223 Bancroft Way San Jose, CA 95125	(408) 252-9261	zhanna.zabello@gmail.com	http://www.zabellodesign.com/
Zella's Soulful Kitchen	1430 7th Street Oakland, CA 94607	(510) 452-1151		http://www.zellassoulfulkitchen.com
ZIA SF	786 27th Street San Francisco, CA 94131	(415) 806-4127	info@ziasf.com	http://www.facebook.com/ziasf
Zindagi	55 Grant Avenue San Francisco, CA 94108	(415) 989-9463		http://www.zindagisalon.com
Zoe Sameth Educational Consultant	1524 7th Street Berkeley, CA 94710	(415) 279-9573	zoe@sameth.com	http://www.zoesameth.com
Zora L. Kolkey, MFT	P.O. Box 640484 San Francisco, CA 94164-0484	(415) 474-6707	zkolkeymft@therapywithzora.com	http://BayAreaCounselingWithZora.com
